,message,target,source,short
69,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0,imdb,performance improve improvisation actor twice worry deliver line line good  
70,"And, quite honestly, often its not very good.  ",0,imdb,honestly good  
71,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",0,imdb,dialogue follow line fit surrounding  
72,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0,imdb,crackle unpredictable youthful energy honestly find hard follow concentrate meander badly  
73,There are some generally great things in it.  ,1,imdb,generally great thing  
74,"I wouldn't say they're worth 2 hours of your time, though.  ",0,imdb,worth hour time  
75,"The suspense builders were good, & just cross the line from G to PG.  ",1,imdb,suspense builder good cross line g pg  
76,"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ",1,imdb,especially like non cliche choice parent movie predict dialog verbatim writing movie well selection  
77,"If you want a movie that's not gross but gives you some chills, this is a great choice.  ",1,imdb,want movie gross give chill great choice  
78,Alexander Nevsky is a great film.  ,1,imdb,alexander nevsky great film  
79,"He is an amazing film artist, one of the most important whoever lived.  ",1,imdb,amazing film artist important live  
80,I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business of Québec.  ,0,imdb,glad pretentious piece s plan Dodge stratus big shot go to help movie maker restrained movie business Québec  
81,This if the first movie I've given a 10 to in years.  ,1,imdb,movie give year  
82,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1,imdb,movie need word mouth promote  
83,"Overall, the film is interesting and thought-provoking.  ",1,imdb,overall film interesting think provoke  
84,"Plus, it was well-paced and suited its relatively short run time.  ",1,imdb,plus pace suit relatively short run time  
85,Give this one a look.  ,1,imdb,look  
86,I gave it a 10  ,1,imdb,give  
87,The Wind and the Lion is well written and superbly acted.  ,1,imdb,wind lion write superbly act  
88,It is a true classic.  ,1,imdb,true classic  
89,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1,imdb,actually turn pretty decent far b list horror suspense film  
90,Definitely worth checking out.  ,1,imdb,definitely worth check  
91,The problem was the script.  ,0,imdb,problem script  
92,It was horrendous.  ,0,imdb,horrendous  
93,There was NOTHING believable about it at all.  ,0,imdb,believable  
94,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0,imdb,suspense feel frustration retarded girl  
95,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1,imdb,manna heaven terrific film predictable unpredictable time  
96,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1,imdb,scene funny occasionally touching character evaluate life go  
97,The cast of veteran actors are more than just a nostalgia trip.  ,1,imdb,cast veteran actor nostalgia trip  
98,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1,imdb,ursula burton portrayal nun touching funny time make fun nun church  
99,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of The Way You Look Tonight), and an uplifting ending, give this one a try.  ",1,imdb,look movie terrific cast good music(including shirley jones rendition way look tonight uplifting ending try  
100,I don't think you will be disappointed.  ,1,imdb,think disappoint  
101,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0,imdb,frankly Cotton club Unfaithful kind embarrass watch lane gere film bad  
102,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0,imdb,acting bad dialog extremely shallow insincere  
103,"It was too predictable, even for a chick flick.  ",0,imdb,predictable chick flick  
104,Too politically correct.  ,0,imdb,politically correct  
105,Very disappointing.  ,0,imdb,disappointing  
106,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1,imdb,thing worth watch scenery house beautiful  
107,"I love Lane, but I've never seen her in a movie this lousy.  ",0,imdb,love Lane see movie lousy  
108,An hour and a half I wish I could bring back.  ,0,imdb,hour half wish bring  
109,But in terms of the writing it's very fresh and bold.  ,1,imdb,term writing fresh bold  
110,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1,imdb,acting help writing maybe idiot savant sister play well real joy watch  
111,The directing and the cinematography aren't quite as good.  ,0,imdb,directing cinematography good  
112,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0,imdb,movie boring find occupied peaking paper instead watch happen Columbo movie  
113,"), and sometimes it was so embarrassing that I had to look away.  ",0,imdb,embarrassing look away  
114,The directing seems too pretentious.  ,0,imdb,directing pretentious  
115,The scenes with the oh-so-mature neighbour-girl are a misplace.  ,0,imdb,scene oh mature neighbour girl misplace  
116,And generally the lines and plot is weaker than the average episode.  ,0,imdb,generally line plot weak average episode  
117,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0,imdb,scene debate sack trumpeter falsely accuse murder pure horror stupid  
118,Some applause should be given to the prelude however.  ,1,imdb,applause give prelude  
119,I really liked that.  ,1,imdb,like  
120,A great film by a great director.  ,1,imdb,great film great director  
121,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1,imdb,movie edge seat somewhat afraid car end night  
122,The music in the film is really nice too.  ,1,imdb,music film nice  
123,I'd advise anyone to go and see it.  ,1,imdb,advise  
124,Brilliant!  ,1,imdb,brilliant  
125,10/10  ,1,imdb,10/10  
126,I liked this movie way too much.  ,1,imdb,like movie way  
127,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0,imdb,problem think actor play villain low rent michael ironside  
128,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1,imdb,rock world certainly social physical outlet  
129,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0,imdb,fact overall tremendously boring movie  
130,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0,imdb,chemistry ben affleck sandra bullock film understand consider leave wife chick supposedly knock  
131,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0,imdb,moment movie need excruciatingly slow move  
132,This was a poor remake of My Best Friends Wedding.  ,0,imdb,poor remake good friends wedding  
133,"All in all, a great disappointment.  ",0,imdb,great disappointment  
134,I cannot believe that the actors agreed to do this film.  ,0,imdb,believe actor agree film  
135,I could not stand to even watch it for very long for fear of losing I.Q.  ,0,imdb,stand watch long fear lose i.q.  
136,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0,imdb,guess network air dribble watch put  
137,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,imdb,imdb rating low awful time negative number case  
138,I saw Mirrormask last night and it was an unsatisfactory experience.  ,0,imdb,see mirrormask night unsatisfactory experience  
139,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0,imdb,unfortunately inexperience direction mean scene scene pass little way dramatic tension conflict  
